System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:58:25:378, 46233265891697,    0.021,   42.000, 2000,  13.243,   0.277,   0.077,   8.918,   0.187,   0.052, 49,  0,   0.000,   0.000,   0.000,   0.064,   0.001,   0.000,  30.000,  60.000, 105.000,  60.000, 100.000,   43,  85.941
16:58:25:409, 46233353416377,    0.052,   16.000, 4000,   8.232,   0.534,   0.148,   4.617,   0.331,   0.092, 49,  0,   0.000,   0.000,   0.000,   0.500,   0.017,   0.005,  30.000,  60.000, 105.000,  60.000, 100.000,  507,  24.817
16:58:25:547, 46233740249812,    0.190,   18.000, 4000,  16.147,   2.763,   0.767,  12.426,   2.046,   0.568, 57,  0,   0.000,   0.000,   0.000,   0.111,   0.032,   0.009,  30.000,  60.000, 105.000,  60.000, 100.000,   79,  70.935
16:58:25:673, 46234093826085,    0.316,   23.000, 3000,  12.693,   4.364,   1.212,   9.183,   3.204,   0.890, 55,  0,   0.000,   0.000,   0.000,   0.012,   0.034,   0.009,  30.000,  60.000, 105.000,  60.000, 100.000,    8,  27.361
16:58:25:736, 46234268777774,    0.379,   25.000, 2400,  15.089,   5.305,   1.474,  11.690,   3.934,   1.093, 54,  0,   0.000,   0.000,   0.000,   0.129,   0.042,   0.012,  30.000,  60.000, 105.000,  60.000, 100.000,   51,  81.701
16:58:25:877, 46234665330022,    0.520,   37.000, 3700,  12.077,   7.014,   1.948,   8.878,   5.190,   1.442, 55,  0,   0.000,   0.000,   0.000,   0.003,   0.042,   0.012,  30.000,  60.000, 105.000,  60.000, 100.000,    7,  86.964
16:58:25:908, 46234752942067,    0.551,   19.000, 3900,  22.058,   7.703,   2.140,  18.607,   5.771,   1.603, 57,  0,   0.000,   0.000,   0.000,   0.137,   0.047,   0.013,  30.000,  60.000, 105.000,  60.000, 100.000,  101,  79.336
16:58:26:016, 46235053449114,    0.659,   19.000, 4000,  21.297,   9.986,   2.774,  17.682,   7.667,   2.130, 51,  0,   0.000,   0.000,   0.000,   0.132,   0.061,   0.017,  30.000,  60.000, 105.000,  60.000, 100.000,   19,  30.922
16:58:26:267, 46235759395087,    0.910,   40.000, 4000,  15.789,  13.962,   3.878,  12.168,  10.731,   2.981, 57,  0,   0.000,   0.000,   0.000,   0.004,   0.062,   0.017,  30.000,  60.000, 105.000,  60.000, 100.000,  266,  88.724
16:58:26:330, 46235934634761,    0.973,   35.000, 3800,  11.991,  14.712,   4.087,   8.898,  11.287,   3.135, 61,  0,   0.000,   0.000,   0.000,   0.020,   0.063,   0.017,  30.000,  60.000, 105.000,  60.000, 100.000,    3,  85.916
16:58:26:377, 46236067198620,    1.020,   24.000, 2400,  16.711,  15.502,   4.306,  13.696,  11.935,   3.315, 51,  0,   0.000,   0.000,   0.000,   0.103,   0.068,   0.019,  30.000,  60.000, 105.000,  60.000, 100.000,   19,  85.081
16:58:26:440, 46236243576296,    1.083,   28.000, 3000,  12.495,  16.289,   4.525,   9.376,  12.525,   3.479, 57,  0,   0.000,   0.000,   0.000,   0.233,   0.082,   0.023,  30.000,  60.000, 105.000,  60.000, 100.000,   62,  83.618
16:58:26:487, 46236376086950,    1.130,   13.000, 3900,   8.837,  16.706,   4.641,   5.475,  12.784,   3.551, 58,  0,   0.000,   0.000,   0.000,   0.127,   0.088,   0.025,  30.000,  60.000, 105.000,  60.000, 100.000,   17,  86.219
16:58:26:849, 46237391049355,    1.493,   42.000, 2100,  13.102,  21.450,   5.958,   9.664,  16.283,   4.523, 49,  0,   0.000,   0.000,   0.000,   0.039,   0.102,   0.028,  30.000,  60.000, 105.000,  60.000, 100.000,   22,  85.960
16:58:26:913, 46237568170758,    1.556,   19.000, 1900,  13.231,  22.286,   6.191,   9.420,  16.878,   4.688, 53,  0,   0.000,   0.000,   0.000,   0.071,   0.107,   0.030,  30.000,  60.000, 105.000,  60.000, 100.000,  572,  21.571
16:58:26:991, 46237788334621,    1.634,   39.000, 2900,  13.275,  23.329,   6.480,   8.910,  17.578,   4.883, 53,  0,   0.000,   0.000,   0.000,   0.096,   0.115,   0.032,  30.000,  60.000, 105.000,  60.000, 100.000,   67,  61.607
