System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:49:35:959, 73678966355566,    0.020,   31.000, 3900,  21.660,   0.440,   0.122,  17.300,   0.351,   0.098, 50,  0,   0.000,   0.000,   0.000,   0.144,   0.003,   0.001,  30.000,  60.000, 105.000,  60.000, 100.000,  574,  20.592
11:49:35:975, 73679010182959,    0.036,   21.000, 3500,   9.865,   0.594,   0.165,   6.433,   0.452,   0.126, 51,  0,   0.000,   0.000,   0.000,   0.773,   0.015,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  206,  54.591
11:49:35:991, 73679054044109,    0.052,   17.000, 4000,   8.617,   0.729,   0.203,   6.819,   0.559,   0.155, 51,  0,   0.000,   0.000,   0.000,   0.148,   0.017,   0.005,  30.000,  60.000, 105.000,  60.000, 100.000,  121,  57.830
11:49:36:006, 73679097867833,    0.067,   16.000, 3700,  12.165,   0.919,   0.255,   8.964,   0.699,   0.194, 54,  0,   0.000,   0.000,   0.000,   0.281,   0.022,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  583,  23.441
11:49:36:022, 73679141628805,    0.083,   18.000, 3600,  10.337,   1.081,   0.300,   6.991,   0.808,   0.224, 50,  0,   0.000,   0.000,   0.000,   0.078,   0.023,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  215,  37.465
11:49:36:038, 73679185616665,    0.099,   13.000, 3900,  13.427,   1.291,   0.359,   9.226,   0.953,   0.265, 50,  0,   0.000,   0.000,   0.000,   0.373,   0.029,   0.008,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  44.896
11:49:36:053, 73679229141443,    0.114,   26.000, 3900,  10.504,   1.454,   0.404,   6.164,   1.048,   0.291, 51,  0,   0.000,   0.000,   0.000,   0.425,   0.035,   0.010,  30.000,  60.000, 105.000,  60.000, 100.000,  187,  45.622
11:49:36:069, 73679273031253,    0.130,   24.000, 3900,  22.567,   1.808,   0.502,  19.125,   1.348,   0.374, 53,  0,   0.000,   0.000,   0.000,   0.179,   0.038,   0.011,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  43.101
11:49:36:098, 73679354718123,    0.159,   48.000, 4000,  24.363,   2.518,   0.699,  19.420,   1.914,   0.532, 51,  0,   0.000,   0.000,   0.000,   0.402,   0.050,   0.014,  30.000,  60.000, 105.000,  60.000, 100.000,  244,  43.339
11:49:36:114, 73679398489763,    0.174,   23.000, 4000,  16.745,   2.779,   0.772,  12.586,   2.110,   0.586, 53,  0,   0.000,   0.000,   0.000,   0.360,   0.056,   0.015,  30.000,  60.000, 105.000,  60.000, 100.000,  166,  55.286
11:49:36:129, 73679442384758,    0.190,   23.000, 4000,  17.610,   3.055,   0.849,  14.110,   2.331,   0.648, 52,  0,   0.000,   0.000,   0.000,   0.117,   0.057,   0.016,  30.000,  60.000, 105.000,  60.000, 100.000,  580,  20.330
11:49:36:145, 73679486108647,    0.206,   23.000, 3700,  20.297,   3.372,   0.937,  16.740,   2.592,   0.720, 52,  0,   0.000,   0.000,   0.000,   0.102,   0.059,   0.016,  30.000,  60.000, 105.000,  60.000, 100.000,  187,  40.385
11:49:36:161, 73679529947950,    0.221,   23.000, 4000,   6.791,   3.478,   0.966,   2.919,   2.638,   0.733, 52,  0,   0.000,   0.000,   0.000,   0.125,   0.061,   0.017,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  43.937
