System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:48:12:152, 73444037470140,    0.029,   28.000, 3900,  19.506,   0.570,   0.158,  15.570,   0.455,   0.126, 56,  0,   0.000,   0.000,   0.000,   0.151,   0.004,   0.001,  30.000,  60.000, 105.000,  60.000, 100.000,   55,  90.656
11:48:12:168, 73444081363988,    0.045,   20.000, 4000,  13.884,   0.787,   0.219,   9.979,   0.611,   0.170, 55,  0,   0.000,   0.000,   0.000,   0.172,   0.007,   0.002,  30.000,  60.000, 105.000,  60.000, 100.000,  571,  22.499
11:48:12:184, 73444125082317,    0.060,   18.000, 3800,  17.227,   1.056,   0.293,  13.431,   0.820,   0.228, 56,  0,   0.000,   0.000,   0.000,   0.509,   0.015,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  238,  55.808
11:48:12:199, 73444169053691,    0.076,   15.000, 4000,  12.525,   1.252,   0.348,   9.580,   0.971,   0.270, 54,  0,   0.000,   0.000,   0.000,   0.109,   0.017,   0.005,  30.000,  60.000, 105.000,  60.000, 100.000,  216,  41.635
11:48:12:215, 73444212671403,    0.092,   20.000, 4000,   8.006,   1.377,   0.382,   4.997,   1.048,   0.291, 56,  0,   0.000,   0.000,   0.000,   0.180,   0.020,   0.005,  30.000,  60.000, 105.000,  60.000, 100.000,  188,  42.534
11:48:12:230, 73444256510880,    0.107,   15.000, 4000,  15.954,   1.626,   0.452,  12.497,   1.244,   0.345, 56,  0,   0.000,   0.000,   0.000,   0.148,   0.022,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  41.025
11:48:12:246, 73444300246520,    0.123,   13.000, 3800,  19.462,   1.930,   0.536,  16.055,   1.494,   0.415, 54,  0,   0.000,   0.000,   0.000,   0.078,   0.023,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  188,  42.847
11:48:12:262, 73444344121544,    0.139,   22.000, 4000,  17.041,   2.197,   0.610,  13.797,   1.710,   0.475, 54,  0,   0.000,   0.000,   0.000,   0.101,   0.025,   0.007,  30.000,  60.000, 105.000,  60.000, 100.000,  188,  30.285
11:48:12:277, 73444387793327,    0.154,   15.000, 4000,   5.595,   2.284,   0.634,   2.147,   1.744,   0.484, 54,  0,   0.000,   0.000,   0.000,   0.125,   0.027,   0.007,  30.000,  60.000, 105.000,  60.000, 100.000,  114,  56.481
11:48:12:293, 73444431844359,    0.170,   13.000, 4100,   9.193,   2.428,   0.674,   7.512,   1.862,   0.517, 54,  0,   0.000,   0.000,   0.000,   0.132,   0.029,   0.008,  30.000,  60.000, 105.000,  60.000, 100.000,  580,  21.153
