System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
10:56:58:418, 64827722642111,    0.030,   28.000, 4000,  17.545,   0.523,   0.145,  14.735,   0.439,   0.122, 51,  0,   0.000,   0.000,   0.000,   0.135,   0.004,   0.001,  30.000,  60.000, 105.000,  60.000, 100.000,   51,  86.460
10:56:58:450, 64827811435511,    0.061,   18.000, 4000,  19.327,   1.135,   0.315,  15.473,   0.929,   0.258, 51,  0,   0.000,   0.000,   0.000,   0.370,   0.016,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  371,  43.455
10:56:58:560, 64828118919532,    0.171,   21.000, 2900,  12.607,   2.518,   0.699,   8.912,   1.906,   0.530, 52,  0,   0.000,   0.000,   0.000,   0.028,   0.019,   0.005,  30.000,  60.000, 105.000,  60.000, 100.000,  215,  35.833
10:56:58:622, 64828295034313,    0.234,   26.000, 3300,  17.023,   3.587,   0.996,  13.259,   2.740,   0.761, 53,  0,   0.000,   0.000,   0.000,   0.054,   0.022,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,   21,  58.621
10:56:58:686, 64828472530535,    0.297,   51.000, 4000,  20.521,   4.886,   1.357,  16.682,   3.796,   1.054, 58,  0,   0.000,   0.000,   0.000,   0.156,   0.032,   0.009,  30.000,  60.000, 105.000,  60.000, 100.000,  495,  30.548
10:56:58:749, 64828649525766,    0.360,   62.000, 3100,  20.663,   6.191,   1.720,  17.019,   4.870,   1.353, 59,  0,   0.000,   0.000,   0.000,   0.056,   0.036,   0.010,  30.000,  60.000, 105.000,  60.000, 100.000,   50,  46.228
10:56:58:794, 64828776909807,    0.406,   21.000, 4000,  16.859,   6.957,   1.933,  13.477,   5.483,   1.523, 54,  0,   0.000,   0.000,   0.000,   0.164,   0.043,   0.012,  30.000,  60.000, 105.000,  60.000, 100.000,   68,  62.381
10:56:58:873, 64828997471666,    0.485,   37.000, 4100,  18.181,   8.388,   2.330,  14.796,   6.647,   1.846, 55,  0,   0.000,   0.000,   0.000,   0.079,   0.049,   0.014,  30.000,  60.000, 105.000,  60.000, 100.000,  588,  23.577
10:56:58:904, 64829085087223,    0.516,   14.000, 4000,  18.717,   8.973,   2.492,  14.646,   7.105,   1.974, 58,  0,   0.000,   0.000,   0.000,   0.191,   0.055,   0.015,  30.000,  60.000, 105.000,  60.000, 100.000,   38,  46.552
10:56:59:237, 64830016644053,    0.848,   92.000, 3400,  16.888,  14.585,   4.051,  13.247,  11.507,   3.196, 58,  0,   0.000,   0.000,   0.000,   0.021,   0.062,   0.017,  30.000,  60.000, 105.000,  60.000, 100.000,   11,  85.777
