System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:10:54:138, 67170418073256,    0.019,   38.000, 3700,  24.052,   0.446,   0.124,  19.789,   0.367,   0.102, 54,  0,   0.000,   0.000,   0.000,   0.039,   0.001,   0.000,  30.000,  60.000, 105.000,  60.000, 100.000,   43,  90.105
11:10:54:169, 67170505436355,    0.050,   48.000, 3800,  21.468,   1.115,   0.310,  17.884,   0.924,   0.257, 54,  0,   0.000,   0.000,   0.000,   0.031,   0.002,   0.000,  30.000,  60.000, 105.000,  60.000, 100.000,  374,  93.336
11:10:54:201, 67170594867033,    0.082,   36.000, 2600,  22.269,   1.826,   0.507,  18.833,   1.525,   0.424, 53,  0,   0.000,   0.000,   0.000,   0.027,   0.003,   0.001,  30.000,  60.000, 105.000,  60.000, 100.000,   24,  83.927
11:10:54:247, 67170722546004,    0.127,   51.000, 1900,  12.168,   2.380,   0.661,   8.233,   1.900,   0.528, 49,  0,   0.000,   0.000,   0.000,   0.541,   0.027,   0.008,  30.000,  60.000, 105.000,  60.000, 100.000,  329,  49.298
11:10:54:278, 67170809999426,    0.158,   46.000, 4000,   8.591,   2.648,   0.735,   5.079,   2.059,   0.572, 50,  0,   0.000,   0.000,   0.000,   0.098,   0.030,   0.008,  30.000,  60.000, 105.000,  60.000, 100.000,   75,  67.306
11:10:54:341, 67170986220455,    0.221,   42.000, 4000,  18.196,   3.792,   1.053,  14.325,   2.959,   0.822, 56,  0,   0.000,   0.000,   0.000,   0.091,   0.036,   0.010,  30.000,  60.000, 105.000,  60.000, 100.000,   57,  82.894
11:10:54:419, 67171206969238,    0.300,   46.000, 3900,  22.767,   5.584,   1.551,  18.989,   4.454,   1.237, 59,  0,   0.000,   0.000,   0.000,   0.124,   0.046,   0.013,  30.000,  60.000, 105.000,  60.000, 100.000,  123,  41.846
11:10:54:451, 67171294876864,    0.331,   32.000, 4000,  19.192,   6.186,   1.718,  15.372,   4.937,   1.371, 59,  0,   0.000,   0.000,   0.000,   0.078,   0.048,   0.013,  30.000,  60.000, 105.000,  60.000, 100.000,   93,  46.868
11:10:54:498, 67171426256507,    0.378,   23.000, 4000,  19.484,   7.099,   1.972,  15.729,   5.674,   1.576, 54,  0,   0.000,   0.000,   0.000,   0.063,   0.051,   0.014,  30.000,  60.000, 105.000,  60.000, 100.000,   94,  47.554
11:10:54:656, 67171869570320,    0.536,   34.000, 1500,  14.704,   9.425,   2.618,  11.347,   7.468,   2.074, 51,  0,   0.000,   0.000,   0.000,   0.036,   0.057,   0.016,  30.000,  60.000, 105.000,  60.000, 100.000,   15,  79.440
11:10:54:717, 67172041213212,    0.598,   80.000, 3800,  30.444,  11.289,   3.136,  26.573,   9.095,   2.526, 59,  0,   0.000,   0.000,   0.000,   0.305,   0.075,   0.021,  30.000,  60.000, 105.000,  60.000, 100.000,   25,  90.201
11:10:54:764, 67172173102713,    0.645,   85.000, 3800,  17.888,  12.131,   3.370,  14.031,   9.755,   2.710, 55,  0,   0.000,   0.000,   0.000,   0.122,   0.081,   0.023,  30.000,  60.000, 105.000,  60.000, 100.000,   37,  90.060
11:10:54:795, 67172259608541,    0.675,   38.000, 3400,  19.569,  12.734,   3.537,  15.795,  10.243,   2.845, 56,  0,   0.000,   0.000,   0.000,   0.107,   0.084,   0.023,  30.000,  60.000, 105.000,  60.000, 100.000,  572,  23.581
11:10:54:890, 67172526543706,    0.771,   71.000, 4000,  26.921,  15.298,   4.249,  23.537,  12.484,   3.468, 60,  0,   0.000,   0.000,   0.000,   0.040,   0.088,   0.025,  30.000,  60.000, 105.000,  60.000, 100.000,   26,  77.533
11:10:54:922, 67172615972116,    0.803,   25.000, 2500,  15.753,  15.801,   4.389,  11.935,  12.865,   3.574, 50,  0,   0.000,   0.000,   0.000,   0.142,   0.093,   0.026,  30.000,  60.000, 105.000,  60.000, 100.000,   34,  86.394
11:10:55:032, 67172925618078,    0.913,   16.000, 3500,   9.950,  16.900,   4.694,   6.627,  13.597,   3.777, 55,  0,   0.000,   0.000,   0.000,   0.034,   0.097,   0.027,  30.000,  60.000, 105.000,  60.000, 100.000,  572,  21.596
11:10:55:206, 67173411299759,    1.086,   41.000, 3900,  15.936,  19.661,   5.461,  12.011,  15.678,   4.355, 58,  0,   0.000,   0.000,   0.000,   0.063,   0.108,   0.030,  30.000,  60.000, 105.000,  60.000, 100.000,   13,  74.495
11:10:55:296, 67173664210725,    1.177,   33.000, 3400,  17.502,  21.240,   5.900,  13.987,  16.940,   4.706, 57,  0,   0.000,   0.000,   0.000,   0.097,   0.116,   0.032,  30.000,  60.000, 105.000,  60.000, 100.000,   73,  89.843
11:10:55:468, 67174147725802,    1.349,   24.000, 3600,  16.095,  24.016,   6.671,  12.427,  19.083,   5.301, 57,  0,   0.000,   0.000,   0.000,   0.006,   0.117,   0.033,  30.000,  60.000, 105.000,  60.000, 100.000,    5,  86.864
11:10:55:594, 67174499170015,    1.474,   35.000, 3400,  20.027,  26.527,   7.369,  16.254,  21.121,   5.867, 50,  0,   0.000,   0.000,   0.000,   0.048,   0.123,   0.034,  30.000,  60.000, 105.000,  60.000, 100.000,    6,  87.282
11:10:55:626, 67174588074710,    1.506,   28.000, 3900,  10.906,  26.873,   7.465,   6.920,  21.341,   5.928, 58,  0,   0.000,   0.000,   0.000,   0.173,   0.129,   0.036,  30.000,  60.000, 105.000,  60.000, 100.000,   99,  76.396
11:10:55:657, 67174675582000,    1.537,   18.000, 3600,  10.650,  27.205,   7.557,   7.774,  21.583,   5.995, 59,  0,   0.000,   0.000,   0.000,   0.043,   0.130,   0.036,  30.000,  60.000, 105.000,  60.000, 100.000,   35,  87.215
11:10:55:840, 67175190443706,    1.721,   31.000, 4000,  17.287,  30.380,   8.439,  13.769,  24.112,   6.698, 59,  0,   0.000,   0.000,   0.000,   0.197,   0.166,   0.046,  30.000,  60.000, 105.000,  60.000, 100.000,   87,  74.561
11:10:55:919, 67175410718553,    1.800,   40.000, 3800,  14.735,  31.538,   8.761,  10.742,  24.957,   6.932, 52,  0,   0.000,   0.000,   0.000,   0.076,   0.172,   0.048,  30.000,  60.000, 105.000,  60.000, 100.000,   13,  87.540
11:10:55:997, 67175630071034,    1.878,   21.000, 3900,  21.280,  33.203,   9.223,  17.424,  26.320,   7.311, 57,  0,   0.000,   0.000,   0.000,   0.062,   0.177,   0.049,  30.000,  60.000, 105.000,  60.000, 100.000,   49,  82.034
11:10:56:061, 67175807297499,    1.941,   22.000, 4000,  16.188,  34.227,   9.507,  12.749,  27.126,   7.535, 58,  0,   0.000,   0.000,   0.000,   0.100,   0.183,   0.051,  30.000,  60.000, 105.000,  60.000, 100.000,  190,  63.199
