System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:01:23:538, 65570907890777,    0.017,   34.000, 4000,  25.132,   0.438,   0.122,  20.785,   0.362,   0.101, 58,  0,   0.000,   0.000,   0.000,   0.511,   0.009,   0.002,  30.000,  60.000, 105.000,  60.000, 100.000,  346,  92.089
11:01:23:554, 65570951502514,    0.033,   31.000, 2900,  11.456,   0.616,   0.171,   9.533,   0.510,   0.142, 56,  0,   0.000,   0.000,   0.000,   0.706,   0.020,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  190,  68.074
11:01:23:585, 65571039897211,    0.065,   30.000, 3900,  29.152,   1.535,   0.427,  25.267,   1.307,   0.363, 56,  0,   0.000,   0.000,   0.000,   0.182,   0.026,   0.007,  30.000,  60.000, 105.000,  60.000, 100.000,  223,  51.350
11:01:23:601, 65571083885638,    0.080,   13.000, 3900,   4.675,   1.609,   0.447,   0.832,   1.320,   0.367, 56,  0,   0.000,   0.000,   0.000,   0.288,   0.030,   0.008,  30.000,  60.000, 105.000,  60.000, 100.000,  121,  43.622
11:01:23:616, 65571127657136,    0.096,   15.000, 4000,  17.390,   1.880,   0.522,  13.087,   1.525,   0.424, 55,  0,   0.000,   0.000,   0.000,   0.109,   0.032,   0.009,  30.000,  60.000, 105.000,  60.000, 100.000,  582,  21.260
11:01:23:632, 65571171455962,    0.111,   16.000, 4000,   9.231,   2.025,   0.562,   5.922,   1.617,   0.449, 56,  0,   0.000,   0.000,   0.000,   0.297,   0.036,   0.010,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  42.497
11:01:23:663, 65571259308100,    0.143,   16.000, 2700,  11.189,   2.375,   0.660,   7.529,   1.853,   0.515, 55,  0,   0.000,   0.000,   0.000,   0.109,   0.040,   0.011,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  42.191
11:01:23:705, 65571377288044,    0.185,   16.000, 4000,  12.063,   2.883,   0.801,   8.426,   2.208,   0.613, 59,  0,   0.000,   0.000,   0.000,   0.258,   0.051,   0.014,  30.000,  60.000, 105.000,  60.000, 100.000,  118,  56.795
11:01:23:737, 65571465190219,    0.216,   20.000, 4000,   8.613,   3.153,   0.876,   4.773,   2.357,   0.655, 60,  0,   0.000,   0.000,   0.000,   0.681,   0.072,   0.020,  30.000,  60.000, 105.000,  60.000, 100.000,  241,  52.580
11:01:23:894, 65571905639566,    0.373,   25.000, 1600,  15.859,   5.645,   1.568,  11.995,   4.242,   1.178, 61,  0,   0.000,   0.000,   0.000,   0.029,   0.077,   0.021,  30.000,  60.000, 105.000,  60.000, 100.000,   20,  81.244
