System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:25:06:379, 40629649600799,    0.027,   28.000, 2100,   7.843,   0.214,   0.059,   3.962,   0.108,   0.030, 50,  0,   0.000,   0.000,   0.000,   0.018,   0.000,   0.000,  30.000,  60.000, 105.000,  60.000, 100.000,   35,  86.854
16:25:06:410, 40629738762330,    0.059,   19.000, 4000,  13.081,   0.630,   0.175,   9.717,   0.417,   0.116, 54,  0,   0.000,   0.000,   0.000,   0.242,   0.008,   0.002,  30.000,  60.000, 105.000,  60.000, 100.000,  235,  52.596
16:25:06:426, 40629782551745,    0.075,   16.000, 4000,  15.676,   0.875,   0.243,  13.847,   0.633,   0.176, 55,  0,   0.000,   0.000,   0.000,   0.156,   0.011,   0.003,  30.000,  60.000, 105.000,  60.000, 100.000,  572,  25.076
16:25:06:442, 40629826063247,    0.090,   19.000, 4000,  19.854,   1.183,   0.329,  16.963,   0.897,   0.249, 55,  0,   0.000,   0.000,   0.000,   0.157,   0.013,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  188,  40.204
16:25:06:457, 40629869873749,    0.106,   15.000, 3500,  25.158,   1.576,   0.438,  21.753,   1.237,   0.343, 56,  0,   0.000,   0.000,   0.000,   0.117,   0.015,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  189,  40.086
16:25:06:473, 40629913802338,    0.121,   15.000, 4000,  19.139,   1.876,   0.521,  16.280,   1.492,   0.414, 57,  0,   0.000,   0.000,   0.000,   0.148,   0.017,   0.005,  30.000,  60.000, 105.000,  60.000, 100.000,  187,  39.926
16:25:06:505, 40630002921552,    0.153,   17.000, 3900,  14.105,   2.324,   0.646,  10.981,   1.841,   0.511, 55,  0,   0.000,   0.000,   0.000,   0.104,   0.021,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  187,  40.138
16:25:06:520, 40630046673362,    0.169,   13.000, 4000,  14.528,   2.551,   0.709,  11.114,   2.014,   0.560, 55,  0,   0.000,   0.000,   0.000,   0.102,   0.022,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,   92,  49.540
16:25:06:678, 40630488234298,    0.326,   16.000, 2000,  13.588,   4.691,   1.303,  10.217,   3.624,   1.007, 51,  0,   0.000,   0.000,   0.000,   0.020,   0.025,   0.007,  30.000,  60.000, 105.000,  60.000, 100.000,   22,  83.299
16:25:06:741, 40630665240249,    0.390,   17.000, 3200,  12.037,   5.452,   1.514,   9.111,   4.199,   1.166, 59,  0,   0.000,   0.000,   0.000,   0.089,   0.031,   0.009,  30.000,  60.000, 105.000,  60.000, 100.000,  571,  21.295
