System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:54:46:313, 25436065418426,    0.021,   27.000, 3100,   9.281,   0.194,   0.054,   5.387,   0.113,   0.031, 47,  0,   0.000,   0.000,   0.000,   0.169,   0.004,   0.001,  30.000,  60.000, 105.000,  60.000, 100.000,  567,  24.385
14:54:46:345, 25436153028952,    0.052,   18.000, 4100,  21.679,   0.871,   0.242,  18.291,   0.684,   0.190, 50,  0,   0.000,   0.000,   0.000,   0.227,   0.011,   0.003,  30.000,  60.000, 105.000,  60.000, 100.000,  193,  54.106
14:54:46:360, 25436196786967,    0.068,   22.000, 3800,  12.191,   1.062,   0.295,   8.813,   0.822,   0.228, 50,  0,   0.000,   0.000,   0.000,   0.203,   0.014,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  126,  63.113
14:54:46:376, 25436240818925,    0.083,   16.000, 4100,  15.302,   1.302,   0.362,  12.139,   1.012,   0.281, 53,  0,   0.000,   0.000,   0.000,   0.124,   0.016,   0.004,  30.000,  60.000, 105.000,  60.000, 100.000,  208,  40.727
14:54:46:392, 25436286186141,    0.100,   18.000, 4000,  15.036,   1.545,   0.429,  12.325,   1.212,   0.337, 51,  0,   0.000,   0.000,   0.000,   0.339,   0.021,   0.006,  30.000,  60.000, 105.000,  60.000, 100.000,  110,  58.542
14:54:46:423, 25436373736183,    0.131,   17.000, 4000,  17.915,   2.105,   0.585,  14.798,   1.674,   0.465, 48,  0,   0.000,   0.000,   0.000,   0.152,   0.026,   0.007,  30.000,  60.000, 105.000,  60.000, 100.000,  575,  22.311
14:54:46:439, 25436417589371,    0.147,   21.000, 1500,  15.942,   2.354,   0.654,  12.461,   1.869,   0.519, 50,  0,   0.000,   0.000,   0.000,   0.179,   0.029,   0.008,  30.000,  60.000, 105.000,  60.000, 100.000,   70,  58.824
14:54:46:560, 25436757514593,    0.268,   28.000, 3300,  17.278,   4.450,   1.236,  14.023,   3.569,   0.992, 55,  0,   0.000,   0.000,   0.000,   0.048,   0.035,   0.010,  30.000,  60.000, 105.000,  60.000, 100.000,   27,  82.971
14:54:46:592, 25436846694733,    0.300,   14.000, 4000,  11.636,   4.820,   1.339,   8.016,   3.824,   1.062, 49,  0,   0.000,   0.000,   0.000,   0.257,   0.043,   0.012,  30.000,  60.000, 105.000,  60.000, 100.000,   38,  88.406
14:54:46:671, 25437067792275,    0.378,   14.000, 2700,  14.761,   5.984,   1.662,  11.855,   4.760,   1.322, 54,  0,   0.000,   0.000,   0.000,   0.012,   0.044,   0.012,  30.000,  60.000, 105.000,  60.000, 100.000,   11,  80.941
